text,category
I need advice. I've been unemployed for three months now.,unemployment
I need help paying for daycare for my toddler. Please advise.,child_support
I need advice. I have a chronic illness that prevents me from working. What should I do?,disability_support
"Please help, I was laid off from my company. What should I do?",unemployment
"Hi there, I'm about to be evicted and need housing help. Can you help me?",housing_assistance
My elderly aunt needs help with mobility and daily tasks. Can you help me?,elderly_care
"Hi, I quit my job because of unsafe conditions and need support. Can you help me?",unemployment
Urgent: I don't have health insurance and need to see a doctor. Please advise.,healthcare_support
I need advice. My kids are going to school hungry and I need food support. What should I do?,food_assistance
I need advice. My elderly aunt needs help with mobility and daily tasks. I don't know where to start.,elderly_care
I don't have health insurance and need to see a doctor.,healthcare_support
"Hi, My wife is pregnant and we need maternal healthcare support. What should I do?",healthcare_support
"Please help, My contract ended and I haven't found new work. Please advise.",unemployment
I need advice. Our house was damaged in a flood and we need housing support. Can you help me?,housing_assistance
"Hello, My brother has Down syndrome and needs care services.",disability_support
"Hello, My child has a learning disability and needs special services. What should I do?",disability_support
"Hi there, My daughter is in a wheelchair and needs accessibility support. Please advise.",disability_support
"Please help, I don't have enough money to buy groceries this week. I don't know where to start.",food_assistance
Urgent: I need a rental subsidy to keep my apartment. What should I do?,housing_assistance
"Hi, I need help finding affordable housing for my family. Can you help me?",housing_assistance
I need advice. My brother has Down syndrome and needs care services. Can you help me?,disability_support
Urgent: I need help paying for daycare for my toddler. What should I do?,child_support
Urgent: My business closed during the slowdown and I have no income. Can you help me?,unemployment
Urgent: My grandfather has dementia and needs full time care. What should I do?,elderly_care
"Hi there, My wife is pregnant and we need maternal healthcare support.",healthcare_support
"Hi, My contract ended and I haven't found new work. What should I do?",unemployment
My brother has Down syndrome and needs care services. What should I do?,disability_support
My family is struggling to put food on the table. Please advise.,food_assistance
"Hi, I'm about to be evicted and need housing help.",housing_assistance
"Hello, I'm pregnant and need prenatal support services. Can you help me?",child_support
Urgent: I recently had a baby and need childcare help.,child_support
"Please help, We need a caregiver for my aging mother.",elderly_care
"Hello, I am homeless and need shelter assistance.",housing_assistance
"Please help, I have a permanent disability and need financial support. Please advise.",disability_support
Urgent: I don't have health insurance and need to see a doctor. I don't know where to start.,healthcare_support
I need advice. Our house was damaged in a flood and we need housing support. Please advise.,housing_assistance
"Hello, My daughter is in a wheelchair and needs accessibility support. Please advise.",disability_support
"Hi, I am a single mother raising two kids alone. Can you help me?",child_support
Urgent: I am 70 years old and need help with my pension application.,elderly_care
"Hello, My husband had a heart attack and we need medical support. What should I do?",healthcare_support
"Hi, My father needs medical assistance and we can't afford it.",healthcare_support
"Please help, My grandfather has dementia and needs full time care.",elderly_care
"Hi there, I am 70 years old and need help with my pension application. What should I do?",elderly_care
"Hi there, I'm jobless and looking for unemployment benefits.",unemployment
I don't have health insurance and need to see a doctor. Can you help me?,healthcare_support
"Hi there, I'm behind on my mortgage payments and may lose my home. What should I do?",housing_assistance
"Hello, My employer shut down the factory and I'm out of work. Please advise.",unemployment
My child has a learning disability and needs special services.,disability_support
I need advice. My child needs school supplies and I have no income this month. Can you help me?,child_support
My employer shut down the factory and I'm out of work.,unemployment
"Hello, My family is struggling to put food on the table. Can you help me?",food_assistance
My grandmother is 80 and needs in-home care. I don't know where to start.,elderly_care
"Hi there, I quit my job because of unsafe conditions and need support.",unemployment
Urgent: I don't have enough money to buy groceries this week. I don't know where to start.,food_assistance
Urgent: I'm jobless and looking for unemployment benefits.,unemployment
"Hi, I lost my job and now can't afford to feed my family.",food_assistance
I need advice. I need nutritional assistance for my newborn. Can you help me?,food_assistance
I am a single mother raising two kids alone.,child_support
"Please help, I don't have enough money to buy groceries this week. Please advise.",food_assistance
"Hi, I need help paying for daycare for my toddler. What should I do?",child_support
"Hi, My mother was diagnosed with cancer and needs treatment support. Please advise.",healthcare_support
"Hello, I have a chronic illness that prevents me from working. I don't know where to start.",disability_support
I need help paying for daycare for my toddler.,child_support
I need advice. We have triplets and need extra family support. I don't know where to start.,child_support
I need advice. I am a senior citizen living alone and need support services. Can you help me?,elderly_care
"Hi there, My apartment building was condemned and we need new housing. Can you help me?",housing_assistance
I need advice. I got fired and need help paying bills. Can you help me?,unemployment
"Hi there, I have a permanent disability and need financial support.",disability_support
"Hi there, I am elderly and can't afford groceries on my pension.",food_assistance
"Please help, I'm a single father struggling to support my children. What should I do?",child_support
I need advice. I need financial help for my hospital bill. I don't know where to start.,healthcare_support
I need advice. I need help getting food stamps. What should I do?,food_assistance
"Hi, I was laid off from my company. I don't know where to start.",unemployment
"Hello, My brother has Down syndrome and needs care services. Please advise.",disability_support
"Hi, We have triplets and need extra family support. Can you help me?",child_support
"Hi there, My elderly aunt needs help with mobility and daily tasks.",elderly_care
My son has autism and needs special education support. Can you help me?,disability_support
I need advice. My elderly parents need assistance with daily activities. What should I do?,elderly_care
"Please help, I need nutritional assistance for my newborn. What should I do?",food_assistance
My son needs a new pair of shoes for school and we can't afford it. I don't know where to start.,child_support
Urgent: I quit my job because of unsafe conditions and need support. Please advise.,unemployment
I need advice. I'm about to be evicted and need housing help. What should I do?,housing_assistance
"Hi there, My elderly parents need assistance with daily activities. What should I do?",elderly_care
"Hi there, I am a single mother raising two kids alone. What should I do?",child_support
"Please help, My child needs school supplies and I have no income this month. Please advise.",child_support
"Hello, My child has a learning disability and needs special services.",disability_support
"Hi there, I'm pregnant and need prenatal support services. Can you help me?",child_support
I need advice. I am a senior citizen living alone and need support services. What should I do?,elderly_care
I require ongoing dialysis treatment and need assistance.,healthcare_support
"Hi there, I don't have enough money to buy groceries this week. Please advise.",food_assistance
Urgent: My grandmother is 80 and needs in-home care. Can you help me?,elderly_care
I'm behind on my mortgage payments and may lose my home. What should I do?,housing_assistance
My mother was diagnosed with cancer and needs treatment support. Can you help me?,healthcare_support
"Hello, I broke my leg and have no way to pay for the hospital. What should I do?",healthcare_support
"Please help, I've been unemployed for three months now. Please advise.",unemployment
"Please help, I recently had a baby and need childcare help. What should I do?",child_support
"Please help, I am 70 years old and need help with my pension application. I don't know where to start.",elderly_care
"Hi there, We ran out of food and have no money until next payday. I don't know where to start.",food_assistance
"Hi, My daughter is in a wheelchair and needs accessibility support. Please advise.",disability_support
"Hello, My wife is pregnant and we need maternal healthcare support. What should I do?",healthcare_support
I need advice. I lost my job last week and don't know what to do. I don't know where to start.,unemployment
Urgent: I need help getting food stamps. Can you help me?,food_assistance
Urgent: My income dropped and I can't buy enough food for my children. What should I do?,food_assistance
"Hi, My wife is pregnant and we need maternal healthcare support. Please advise.",healthcare_support
I'm pregnant and need prenatal support services. Can you help me?,child_support
"Hi there, I don't have enough money to buy groceries this week. What should I do?",food_assistance
"Hi there, My wife is pregnant and we need maternal healthcare support. Can you help me?",healthcare_support
I need advice. I need help paying for daycare for my toddler.,child_support
I need a disability pension after my workplace injury. What should I do?,disability_support
"Hello, My parents are too old to live independently anymore. What should I do?",elderly_care
We can't afford rent this month. Please advise.,housing_assistance
I need advice. My son needs a new pair of shoes for school and we can't afford it. Can you help me?,child_support
I need advice. My brother has Down syndrome and needs care services. I don't know where to start.,disability_support
"Hi there, I need a rental subsidy to keep my apartment. Can you help me?",housing_assistance
"Hi, My grandmother is 80 and needs in-home care.",elderly_care
"Hi there, I need a rental subsidy to keep my apartment. I don't know where to start.",housing_assistance
"Hello, The company downsized and I lost my position. What should I do?",unemployment
"Hi there, My daughter just started school and I need support with supplies. What should I do?",child_support
Urgent: I recently had a baby and need childcare help. What should I do?,child_support
"Hello, My daughter just started school and I need support with supplies. Can you help me?",child_support
"Hello, We ran out of food and have no money until next payday. Can you help me?",food_assistance
"Hi, My grandfather has dementia and needs full time care. Please advise.",elderly_care
"Please help, I need help finding a nursing home for my father. Please advise.",elderly_care
I need advice. My landlord raised the rent and I can't keep up.,housing_assistance
"Hi, My son needs a new pair of shoes for school and we can't afford it. I don't know where to start.",child_support
Urgent: My business closed during the slowdown and I have no income.,unemployment
"Hi there, I require ongoing dialysis treatment and need assistance. Please advise.",healthcare_support
"Hi, I don't have health insurance and need to see a doctor. Please advise.",healthcare_support
I need advice. My mother was diagnosed with cancer and needs treatment support. Please advise.,healthcare_support
"Please help, We have triplets and need extra family support. Can you help me?",child_support
Urgent: I got fired and need help paying bills. Please advise.,unemployment
"Hi there, I have a permanent disability and need financial support. Can you help me?",disability_support
Urgent: My father needs medical assistance and we can't afford it. I don't know where to start.,healthcare_support
Urgent: My employer shut down the factory and I'm out of work. Please advise.,unemployment
I need advice. I need senior meal delivery services for my mother. Can you help me?,elderly_care
"Please help, My child needs school supplies and I have no income this month.",child_support
"Please help, My kids are going to school hungry and I need food support. Can you help me?",food_assistance
"Hi there, I recently had a baby and need childcare help. Please advise.",child_support
I need advice. I broke my leg and have no way to pay for the hospital. What should I do?,healthcare_support
Urgent: My grandmother is 80 and needs in-home care. I don't know where to start.,elderly_care
"Hi, I lost my job and now can't afford to feed my family. I don't know where to start.",food_assistance
I need advice. I don't have enough money to buy groceries this week. Can you help me?,food_assistance
"Hi there, My income dropped and I can't buy enough food for my children. What should I do?",food_assistance
"Hi, I quit my job because of unsafe conditions and need support.",unemployment
"Hi, I require ongoing dialysis treatment and need assistance. Can you help me?",healthcare_support
"Please help, The company downsized and I lost my position. Please advise.",unemployment
"Hi, I am elderly and can't afford groceries on my pension. What should I do?",food_assistance
"Hello, My parents are too old to live independently anymore. Please advise.",elderly_care
"Hi there, We have triplets and need extra family support.",child_support
"Hi there, We ran out of food and have no money until next payday. Can you help me?",food_assistance
"Please help, I don't have enough money to buy groceries this week. What should I do?",food_assistance
My parents are too old to live independently anymore. Can you help me?,elderly_care
I've been unemployed for three months now. What should I do?,unemployment
"Please help, I need a rental subsidy to keep my apartment. What should I do?",housing_assistance
"Please help, I am a senior citizen living alone and need support services. I don't know where to start.",elderly_care
Urgent: Our house was damaged in a flood and we need housing support. What should I do?,housing_assistance
Urgent: I am 70 years old and need help with my pension application.,elderly_care
Urgent: My income dropped and I can't buy enough food for my children.,food_assistance
"Hello, I lost my job and now can't afford to feed my family. Can you help me?",food_assistance
"Hello, I don't have enough money to buy groceries this week. Can you help me?",food_assistance
"Please help, I need help finding a nursing home for my father. Please advise.",elderly_care
"Hi, My child needs vaccinations but we can't afford the clinic visit. Can you help me?",healthcare_support
Urgent: We need a caregiver for my aging mother.,elderly_care
I need advice. I am visually impaired and need assistive devices. Can you help me?,disability_support
I need advice. We ran out of food and have no money until next payday.,food_assistance
I need advice. My child has a learning disability and needs special services. What should I do?,disability_support
Urgent: I need help paying for my surgery.,healthcare_support
"Please help, I am visually impaired and need assistive devices. I don't know where to start.",disability_support
I need advice. The company downsized and I lost my position. Please advise.,unemployment
"Hi, My family is struggling to put food on the table. Please advise.",food_assistance
"Hi, I need financial help for my hospital bill. Please advise.",healthcare_support
"Hi, My kids are going to school hungry and I need food support. Please advise.",food_assistance
Urgent: I need a rental subsidy to keep my apartment. I don't know where to start.,housing_assistance
Urgent: I need help paying for my surgery. What should I do?,healthcare_support
I'm pregnant and need prenatal support services. Can you help me?,child_support
"Hi there, I have a permanent disability and need financial support. I don't know where to start.",disability_support
"Please help, I'm about to be evicted and need housing help.",housing_assistance
"Please help, I've been unemployed for three months now. Please advise.",unemployment
My business closed during the slowdown and I have no income. Please advise.,unemployment
"Hi, My family is struggling to put food on the table. What should I do?",food_assistance
"Hello, My parents are too old to live independently anymore. Can you help me?",elderly_care
My husband had a heart attack and we need medical support. Can you help me?,healthcare_support
Urgent: My business closed during the slowdown and I have no income. Please advise.,unemployment
"Please help, We need access to a local food bank. Please advise.",food_assistance
I lost my job last week and don't know what to do.,unemployment
"Please help, I am a senior citizen living alone and need support services. Please advise.",elderly_care
My landlord raised the rent and I can't keep up. Please advise.,housing_assistance
I need advice. My child has a learning disability and needs special services. Can you help me?,disability_support
"Hi there, I broke my leg and have no way to pay for the hospital.",healthcare_support
Urgent: I am visually impaired and need assistive devices.,disability_support
"Hello, I have a chronic illness that prevents me from working. Can you help me?",disability_support
"Hi there, I quit my job because of unsafe conditions and need support. Please advise.",unemployment
My elderly parents need assistance with daily activities. What should I do?,elderly_care
"Hi there, I need help paying for my surgery. What should I do?",healthcare_support
"Hi there, I'm behind on my mortgage payments and may lose my home.",housing_assistance
I am homeless and need shelter assistance. I don't know where to start.,housing_assistance
"Hi, I'm jobless and looking for unemployment benefits. What should I do?",unemployment
"Hi, My employer shut down the factory and I'm out of work. What should I do?",unemployment
"Hello, We can't afford rent this month.",housing_assistance
"Hi there, My business closed during the slowdown and I have no income. Please advise.",unemployment
"Hello, My family is struggling to put food on the table. Please advise.",food_assistance
"Hi there, I lost my leg in an accident and need disability benefits.",disability_support
I need advice. I have a permanent disability and need financial support. Please advise.,disability_support
I need help getting food stamps. Can you help me?,food_assistance
Urgent: My child needs vaccinations but we can't afford the clinic visit. I don't know where to start.,healthcare_support
"Please help, We need a caregiver for my aging mother. Please advise.",elderly_care
"Hi there, My son has autism and needs special education support. Can you help me?",disability_support
"Hi, I am 70 years old and need help with my pension application. I don't know where to start.",elderly_care
Urgent: I lost my job and now can't afford to feed my family.,food_assistance
"Hi, I'm about to be evicted and need housing help. What should I do?",housing_assistance
Urgent: I am elderly and can't afford groceries on my pension. What should I do?,food_assistance
"Hi there, I need senior meal delivery services for my mother. I don't know where to start.",elderly_care
"Hello, My employer shut down the factory and I'm out of work. Please advise.",unemployment
"Hi there, My husband had a heart attack and we need medical support. Please advise.",healthcare_support
I need nutritional assistance for my newborn. Please advise.,food_assistance
I need advice. I am visually impaired and need assistive devices. Can you help me?,disability_support
"Hi, I need help paying for daycare for my toddler.",child_support
I need advice. My child needs vaccinations but we can't afford the clinic visit. Please advise.,healthcare_support
I need advice. We are living in our car and need emergency shelter.,housing_assistance
"Hi, My son needs a new pair of shoes for school and we can't afford it. Please advise.",child_support
"Hello, My kids are going to school hungry and I need food support. Can you help me?",food_assistance
"Hi, I am a single mother raising two kids alone. I don't know where to start.",child_support
"Hello, I have a chronic illness that prevents me from working. Can you help me?",disability_support
My father needs medical assistance and we can't afford it.,healthcare_support
"Hello, I have severe arthritis and can no longer work full time. Can you help me?",disability_support
"Hi there, My wife is pregnant and we need maternal healthcare support. What should I do?",healthcare_support
"Hello, My child needs vaccinations but we can't afford the clinic visit. Please advise.",healthcare_support
"Hi, Our house was damaged in a flood and we need housing support. Can you help me?",housing_assistance
"Hello, My income dropped and I can't buy enough food for my children.",food_assistance
"Hello, We need a caregiver for my aging mother. I don't know where to start.",elderly_care
I need help paying for my surgery. I don't know where to start.,healthcare_support
"Hi, My kids are going to school hungry and I need food support. Can you help me?",food_assistance
I need help finding a nursing home for my father. I don't know where to start.,elderly_care
"Hi, I need a disability pension after my workplace injury. What should I do?",disability_support
My child needs school supplies and I have no income this month. What should I do?,child_support
"Hi, My elderly parents need assistance with daily activities. I don't know where to start.",elderly_care
"Hi, My apartment building was condemned and we need new housing. Can you help me?",housing_assistance
"Please help, We are living in our car and need emergency shelter. What should I do?",housing_assistance
"Hi, I lost my job last week and don't know what to do. What should I do?",unemployment
"Please help, My elderly aunt needs help with mobility and daily tasks. Can you help me?",elderly_care
"Hello, My grandfather has dementia and needs full time care. Can you help me?",elderly_care
We ran out of food and have no money until next payday. Please advise.,food_assistance
I need advice. My daughter is in a wheelchair and needs accessibility support. Can you help me?,disability_support
"Hello, I need help finding affordable housing for my family. Can you help me?",housing_assistance
"Please help, I'm jobless and looking for unemployment benefits. Can you help me?",unemployment
"Hi, I'm a single father struggling to support my children. I don't know where to start.",child_support
We need a caregiver for my aging mother. Can you help me?,elderly_care
"Hi there, My child needs vaccinations but we can't afford the clinic visit. I don't know where to start.",healthcare_support
"Hello, I need nutritional assistance for my newborn. I don't know where to start.",food_assistance
We have triplets and need extra family support. What should I do?,child_support
"Hi, My child has a learning disability and needs special services. Please advise.",disability_support
"Hello, We can't afford rent this month.",housing_assistance
"Hi there, My grandmother is 80 and needs in-home care. I don't know where to start.",elderly_care
Urgent: I need help finding a nursing home for my father. I don't know where to start.,elderly_care
"Hello, My daughter is in a wheelchair and needs accessibility support.",disability_support
I need advice. Our house was damaged in a flood and we need housing support. Can you help me?,housing_assistance
I need advice. We need a caregiver for my aging mother. Please advise.,elderly_care
"Hi, I'm behind on my mortgage payments and may lose my home. What should I do?",housing_assistance
"Hello, I am a senior citizen living alone and need support services. I don't know where to start.",elderly_care
I need advice. My child needs school supplies and I have no income this month. I don't know where to start.,child_support
My son needs a new pair of shoes for school and we can't afford it. Please advise.,child_support
I have severe arthritis and can no longer work full time.,disability_support
Urgent: I need help paying for daycare for my toddler. What should I do?,child_support
"Hi there, I broke my leg and have no way to pay for the hospital. Can you help me?",healthcare_support
"Hi, My daughter just started school and I need support with supplies.",child_support
"Hi there, I lost my leg in an accident and need disability benefits. I don't know where to start.",disability_support
"Hello, I was laid off from my company.",unemployment
I need advice. I need a rental subsidy to keep my apartment. I don't know where to start.,housing_assistance
I need advice. My father needs medical assistance and we can't afford it. I don't know where to start.,healthcare_support
"Hi there, I'm about to be evicted and need housing help. What should I do?",housing_assistance
"Hi there, I got fired and need help paying bills. I don't know where to start.",unemployment
"Hi, My son needs a new pair of shoes for school and we can't afford it. I don't know where to start.",child_support
I need advice. My elderly parents need assistance with daily activities.,elderly_care
I need advice. My brother has Down syndrome and needs care services. I don't know where to start.,disability_support
I need advice. We are living in our car and need emergency shelter. I don't know where to start.,housing_assistance
I need advice. I'm pregnant and need prenatal support services.,child_support
Urgent: Our house was damaged in a flood and we need housing support. Please advise.,housing_assistance
"Hello, My husband had a heart attack and we need medical support.",healthcare_support
"Please help, I quit my job because of unsafe conditions and need support. Please advise.",unemployment
"Hello, My brother has Down syndrome and needs care services. What should I do?",disability_support
